"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"	"Order"	"Dataset"	"Comparison"	"Author"
"DAP3_3561"	0.15850690239021	0.0113256071206546	-2.54917893640097	-2.98839457688382	-0.249544932079425	"C13orf15"	"chromosome 13 open reading frame 15"	439	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_5686"	0.15879918467261	0.0114089281695624	-2.5465617237543	-2.99455416949185	-0.351036572622778	"KCNK3"	"potassium channel, subfamily K, member 3"	440	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_2827"	0.15879918467261	0.0114234923672226	-2.54610599747078	-2.99562610217292	-0.129158307210028	"SLK"	"STE20-like kinase (yeast)"	441	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_1640"	0.15879918467261	0.0114240298869293	2.54608918793941	-2.99566563707371	0.143223615465011	"ITM2C"	"integral membrane protein 2C"	442	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_5275"	0.159075724341102	0.0114698154106622	-2.54465994858329	-2.99902620372472	-0.123490595611289	"PTPN3"	"protein tyrosine phosphatase, non-receptor type 3"	443	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_4160"	0.159917797534223	0.0115565595874341	2.5419660473565	-3.00535547898429	0.161159352142107	"CAPN3"	"calpain 3, (p94)"	444	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_3075"	0.160442831260311	0.011635460720206	-2.5395313377898	-3.01107029276802	-0.249952455590376	"CHAF1A"	"chromatin assembly factor 1, subunit A (p150)"	445	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_2174"	0.160442831260311	0.0116467289619301	-2.5391848280029	-3.01188320542345	-0.210144723092991	"COPS5"	"COP9 constitutive photomorphogenic homolog subunit 5 (Arabidopsis)"	446	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_1676"	0.161003713745185	0.011713649095719	-2.53713310593652	-3.01669438369876	-0.189952455590392	"CDC45L"	"CDC45 cell division cycle 45-like (S. cerevisiae)"	447	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_1629"	0.162802294728088	0.0118710006572565	-2.53234970234897	-3.02789681566767	-0.209051201671885	"DEGS1"	"degenerative spermatocyte homolog 1, lipid desaturase (Drosophila)"	448	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_1967"	0.165465032968484	0.0121314367660931	2.52455537756249	-3.04610746791601	0.18134430512017	"EDEM1"	"ER degradation enhancer, mannosidase alpha-like 1"	449	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_4826"	0.165465032968484	0.0121314461564216	2.52455509922796	-3.04610811726095	0.281944096133756	"GZMK"	"granzyme K (granzyme 3; tryptase II)"	450	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_1775"	0.165465032968484	0.0121459521270811	-2.52412536323841	-3.04711059524582	-0.154776907001031	"RBBP6"	"retinoblastoma binding protein 6"	451	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_4101"	0.166259037255956	0.0122829147571291	2.52009026095014	-3.05651564973359	0.164213688610246	"ASMT"	"acetylserotonin O-methyltransferase"	452	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_3105"	0.166259037255956	0.0122845645545241	-2.52004190048083	-3.05662828176526	-0.173782131661447	"WBSCR22"	"Williams Beuren syndrome chromosome region 22"	453	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_3938"	0.166259037255956	0.0122854171409837	2.5200169109025	-3.05668648194321	0.129591954022981	"CLU"	"clusterin"	454	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_5546"	0.168243262540913	0.0124594212981959	2.51494882967963	-3.06847855708916	0.18683646812957	"TRIP10"	"thyroid hormone receptor interactor 10"	455	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_4073"	0.169207442767531	0.0125583648929027	-2.51209501511861	-3.07510865960929	-0.237533437826533	"PNO1"	"partner of NOB1 homolog (S. cerevisiae)"	456	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_1317"	0.169444663580061	0.0126035500091289	-2.51079839944007	-3.07811863971159	-0.0593249738766879	"HIST1H4C"	"histone cluster 1, H4c"	457	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_3448"	0.170023544164556	0.0127078357868329	-2.5078215735404	-3.08502347278471	-0.167752351097169	"SDC3"	"syndecan 3"	458	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_2717"	0.170023544164556	0.0127428832904327	-2.50682602577084	-3.08733093074068	-0.228506269592479	"LAMA2"	"laminin, alpha 2 (merosin, congenital muscular dystrophy)"	459	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_3619"	0.170023544164556	0.0127513780598207	2.50658509300599	-3.08788922785725	0.14633333333334	"CYP11B1"	"cytochrome P450, family 11, subfamily B, polypeptide 1"	460	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_2853"	0.170023544164556	0.01275730043292	-2.5064172042622	-3.08827823476397	-0.0647998955067912	"HNRPL"	"heterogeneous nuclear ribonucleoprotein L"	461	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_0958"	0.170045574500387	0.0128214189649075	-2.50460398343182	-3.09247797719384	-0.104901253918486	"PARP1"	"poly (ADP-ribose) polymerase family, member 1"	462	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_5132"	0.170045574500387	0.0128465115970418	2.50389657933587	-3.09411566475032	0.317412748171373	"PLAC8"	"placenta-specific 8"	463	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_4087"	0.170045574500387	0.0128546606152927	2.50366710900182	-3.0946468090316	0.130307210031358	"CRH"	"corticotropin releasing hormone"	464	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_4900"	0.170045574500387	0.0128827962568307	2.5028758234871	-3.09647800448661	0.169351097178678	"SORD"	"sorbitol dehydrogenase"	465	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_1111"	0.170045574500387	0.0128973368680307	-2.50246748627869	-3.09742276370759	-0.0462753396029232	"SOD1"	"superoxide dismutase 1, soluble (amyotrophic lateral sclerosis 1 (adult))"	466	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_1757"	0.170517902903226	0.012960914820281	-2.50068685149902	-3.1015408530909	-0.186285788923728	"PALM2-AKAP2"	NA	467	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_4211"	0.174049335341639	0.0132576642154764	2.49247711648264	-3.12049139526227	0.17611128526646	"CD28"	"CD28 molecule"	468	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_4157"	0.174289625561658	0.0133043350241565	-2.49120083729407	-3.12343209011724	-0.203173458725198	"SLC25A13"	"solute carrier family 25, member 13 (citrin)"	469	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_6020"	0.174419935500315	0.013342670847192	2.49015546287156	-3.12583968257385	0.305145245559032	"PCOLCE2"	"procollagen C-endopeptidase enhancer 2"	470	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_3063"	0.174590407088132	0.0133841278871273	2.48902797582538	-3.12843530659981	0.170738244514112	"CADM1"	"cell adhesion molecule 1"	471	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_4101"	0.176216528596415	0.0135794941146675	-2.48375610106294	-3.14055696619195	-0.206684952978055	"UBE2D2"	"ubiquitin-conjugating enzyme E2D 2 (UBC4/5 homolog, yeast)"	472	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_1550"	0.176216528596415	0.0135900861277793	2.48347220960427	-3.14120902355489	0.270685475444107	"ELK4"	"ELK4, ETS-domain protein (SRF accessory protein 1)"	473	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_2555"	0.176216528596415	0.0135964205503048	2.48330252571284	-3.14159872877612	0.17659613375131	"GRIA1"	"glutamate receptor, ionotropic, AMPA 1"	474	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_5591"	0.176216528596415	0.0136235109185054	-2.48257763138614	-3.14326327405033	-0.234995820271688	"ACYP1"	"acylphosphatase 1, erythrocyte (common) type"	475	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_1041"	0.176405808732535	0.0136900511653846	-2.48080254104694	-3.14733738210525	-0.292304597701152	"PLOD3"	"procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3"	476	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_5114"	0.176405808732535	0.0136955681584341	-2.4806557087029	-3.14767426052949	-0.123815047021944	"PFN2"	"profilin 2"	477	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_5243"	0.176539912559829	0.013753111999519	-2.47912732726645	-3.15117970556353	-0.273243469174508	"FCGR2A"	"Fc fragment of IgG, low affinity IIa, receptor (CD32)"	478	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_6035"	0.176539912559829	0.0138066829190754	-2.47770956231728	-3.15442959962549	-0.272960815047018	"NUSAP1"	"nucleolar and spindle associated protein 1"	479	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_5524"	0.176539912559829	0.0138139674196325	-2.47751715389716	-3.15487051403115	-0.239496865203767	"NEK4"	"NIMA (never in mitosis gene a)-related kinase 4"	480	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_5679"	0.176539912559829	0.0138318640821017	2.47704482439929	-3.15595274420391	0.30247387669802	"MCCC2"	"methylcrotonoyl-Coenzyme A carboxylase 2 (beta)"	481	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_5237"	0.176539912559829	0.0138879493425027	2.47556812547263	-3.15933497567167	0.142834378265423	"SPARCL1"	"SPARC-like 1 (mast9, hevin)"	482	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_6136"	0.176539912559829	0.0138971723203097	2.47532579570156	-3.1598898238169	0.182755485893425	"SRY"	"sex determining region Y"	483	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_2256"	0.176539912559829	0.0139071155076428	-2.47506470257791	-3.1604875752406	-0.0521781609195457	"HNRPH3"	"heterogeneous nuclear ribonucleoprotein H3 (2H9)"	484	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_1714"	0.176667278808362	0.0140002245280041	-2.47262780649763	-3.16606374580875	-0.249467607105544	"SNAP91"	"synaptosomal-associated protein, 91kDa homolog (mouse)"	485	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_4198"	0.176667278808362	0.014003033979942	-2.47255449988654	-3.16623140665824	-0.237363113897599	"F2R"	"coagulation factor II (thrombin) receptor"	486	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_2162"	0.176667278808362	0.0140034122362748	-2.47254463109725	-3.16625397737848	-0.12512800417972	"PRPF3"	"PRP3 pre-mRNA processing factor 3 homolog (S. cerevisiae)"	487	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_4020"	0.17694739584998	0.0140544155557927	-2.4712161047809	-3.16929163907969	-0.102894984326023	"FKBP1A"	"FK506 binding protein 1A, 12kDa"	488	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_4217"	0.177092573872919	0.014094770283831	-2.4701679791366	-3.17168706695009	-0.410840125391848	"CHGB"	"chromogranin B (secretogranin 1)"	489	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_1024"	0.178663204144709	0.0142488557993013	-2.46619027983322	-3.18076902493908	-0.221075235109717	"AGTRL1"	"angiotensin II receptor-like 1"	490	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_1610"	0.179664973828296	0.0143579918863433	-2.46339596079291	-3.18714070397212	-0.160073667711597	"SLC25A6"	"solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 6"	491	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_4325"	0.179722953448521	0.0143918771316199	-2.46253219491275	-3.18910888882694	-0.239260188087767	"MRPS12"	"mitochondrial ribosomal protein S12"	492	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_4148"	0.180114580258038	0.0144525533963562	2.46098999674568	-3.19262131553135	0.202426854754433	"GGH"	"gamma-glutamyl hydrolase (conjugase, folylpolygammaglutamyl hydrolase)"	493	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_2854"	0.18030586149195	0.0145009438549596	-2.45976417372592	-3.19541168340989	-0.126990595611291	"HIST2H2BE"	"histone cluster 2, H2be"	494	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_1375"	0.18030586149195	0.0145265952862167	2.45911584371224	-3.19688695408811	0.152983281086726	"MYH11"	"myosin, heavy chain 11, smooth muscle"	495	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_5504"	0.180618473509219	0.0145811788510047	2.45773963544776	-3.20001727509418	0.111381400208991	"ACAA1"	"acetyl-Coenzyme A acyltransferase 1 (peroxisomal 3-oxoacyl-Coenzyme A thiolase)"	496	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_4985"	0.182086045779555	0.0147292911380923	2.45402817341216	-3.2084510110324	0.155564785788933	"FEZ1"	"fasciculation and elongation protein zeta 1 (zygin I)"	497	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_5853"	0.183937797571699	0.0149090207016124	-2.44956858609971	-3.21856863318093	-0.0890125391849512	"CSNK1D"	"casein kinase 1, delta"	498	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_1661"	0.186215865831709	0.0151239773844438	2.44429702517798	-3.23050571618902	0.25301828631139	"FST"	"follistatin"	499	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_1046"	0.186244754050409	0.0151641680462545	2.44331876518299	-3.23271821282551	0.191494252873564	"MTMR2"	"myotubularin related protein 2"	500	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_5981"	0.186244754050409	0.0151869501593839	-2.44276525648816	-3.23396968903606	-0.0497789968651894	"YBX1"	"Y box binding protein 1"	501	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_3075"	0.186360904849483	0.0152267536188868	-2.4417999628194	-3.23615155713243	-0.167930512016722	"RFX1"	"regulatory factor X, 1 (influences HLA class II expression)"	502	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_0950"	0.186716946124633	0.0153001898792109	-2.44002487014695	-3.24016167361749	-0.168925287356311	"GIPC1"	"GIPC PDZ domain containing family, member 1"	503	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_2137"	0.186716946124633	0.015320674821126	-2.43953105573167	-3.24127675518664	-0.115473354231975	"ANP32A"	"acidic (leucine-rich) nuclear phosphoprotein 32 family, member A"	504	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_4823"	0.186716946124633	0.0153519435070935	2.4387784116237	-3.24297588446998	0.204543887147336	"CAMK4"	"calcium/calmodulin-dependent protein kinase IV"	505	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_4262"	0.186716946124633	0.0154333397517791	-2.43682552941891	-3.24738226878863	-0.124901253918486	"FSTL1"	"follistatin-like 1"	506	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_5123"	0.186716946124633	0.0154401506403774	-2.4366625341075	-3.24774989048101	-0.0970287356321933	"RAF1"	"v-raf-1 murine leukemia viral oncogene homolog 1"	507	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_0233"	0.186716946124633	0.0154529402399194	2.43635663062719	-3.24843976557528	0.153735109717852	"IGFBP2"	"insulin-like growth factor binding protein 2, 36kDa"	508	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_3996"	0.186716946124633	0.0154685751265361	-2.43598297732028	-3.24928231802314	-0.306219435736681	"PTTG1"	"pituitary tumor-transforming 1"	509	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_1009"	0.187187719045431	0.0155380430848259	-2.43432681397635	-3.25301531967754	-0.147869905956114	"ERCC3"	"excision repair cross-complementing rodent repair deficiency, complementation group 3 (xeroderma pigmentosum group B complementing)"	510	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_4099"	0.187246197280609	0.0155733735042954	-2.43348702413446	-3.25490728283011	-0.167327063740847	"TOMM34"	"translocase of outer mitochondrial membrane 34"	511	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_4009"	0.187471940650526	0.0156226617208772	-2.43231827413313	-3.25753932124234	-0.26573458725183	"HRK"	"harakiri, BCL2 interacting protein (contains only BH3 domain)"	512	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_1286"	0.188737359486157	0.0157588322617836	-2.42910618997645	-3.26476674095244	-0.116385579937312	"CCT2"	"chaperonin containing TCP1, subunit 2 (beta)"	513	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_3740"	0.189507602436533	0.0158669219277001	2.42657392309651	-3.27045808141205	0.195314524555902	"DGKA"	"diacylglycerol kinase, alpha 80kDa"	514	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_0152"	0.189507602436533	0.0159042138582594	-2.42570380559087	-3.27241238361364	-0.0899806687565317	"LOC51035"	NA	515	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_3314"	0.189507602436533	0.0159156775483807	-2.42543669038619	-3.27301219542937	-0.196007836990594	"PKNOX1"	"PBX/knotted 1 homeobox 1"	516	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_4166"	0.190954077697963	0.0160682386344152	-2.42189796428913	-3.28095250045333	-0.120248171368859	"ANXA7"	"annexin A7"	517	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_1688"	0.191744491131159	0.0161805986709291	2.41931065831084	-3.28675095740561	0.199701149425286	"TNC"	"tenascin C (hexabrachion)"	518	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_3493"	0.191744491131159	0.016216608975311	2.41848481061925	-3.28860053031235	0.125434691745035	"GABRB1"	"gamma-aminobutyric acid (GABA) A receptor, beta 1"	519	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_4990"	0.191744491131159	0.0162559014967183	-2.41758553608698	-3.29061386295889	-0.239781086729373	"PCK2"	"phosphoenolpyruvate carboxykinase 2 (mitochondrial)"	520	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_4123"	0.191744491131159	0.0162603718579265	2.41748334615334	-3.29084260461872	0.250536050156738	"CCL21"	"chemokine (C-C motif) ligand 21"	521	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_2424"	0.191744491131159	0.0162907917269637	2.41678862343212	-3.29239742467287	0.21163531870428	"BIRC3"	"baculoviral IAP repeat-containing 3"	522	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_4005"	0.192272209370144	0.0163669214681942	2.41505499748964	-3.29627549031944	0.223924764890283	"SELE"	"selectin E (endothelial adhesion molecule 1)"	523	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_1850"	0.192481702083288	0.0164160826646554	2.41393927987155	-3.29876990597409	0.160012539184955	"NRTN"	"neurturin"	524	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_3878"	0.192873238740365	0.0164886156924997	-2.41229851306264	-3.30243617228958	-0.303149947753383	"KIAA1946"	"KIAA1946"	525	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_2167"	0.192873238740365	0.0165637274477405	2.41060611661002	-3.30621530382076	0.148677115987461	"CYLD"	"cylindromatosis (turban tumor syndrome)"	526	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_1604"	0.192873238740365	0.0165653372370454	-2.41056991952814	-3.30629610438818	-0.160652037617551	"APEX1"	"APEX nuclease (multifunctional DNA repair enzyme) 1"	527	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_5055"	0.192873238740365	0.0166460578750195	-2.40875883736993	-3.31033739099647	-0.246310344827586	"KIAA0101"	"KIAA0101"	528	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_0674"	0.192873238740365	0.0166585488525152	-2.40847927754331	-3.31096094753903	-0.123691745036558	"ANP32B"	"acidic (leucine-rich) nuclear phosphoprotein 32 family, member B"	529	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_0925"	0.192873238740365	0.016667114644449	2.40828767399844	-3.31138827809156	0.22344409613375	"FXYD1"	"FXYD domain containing ion transport regulator 1 (phospholemman)"	530	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_2247"	0.192873238740365	0.0166692203403538	2.40824058614177	-3.31149329245902	0.219105015673994	"CRYAB"	"crystallin, alpha B"	531	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_5664"	0.193599302690068	0.0167634812876166	2.40613806927794	-3.31618027843555	0.221358934169276	"GSTM4"	"glutathione S-transferase M4"	532	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_1085"	0.193943268442431	0.0168659176845839	-2.40386499465873	-3.3212430662286	-0.158872518286305	"EMD"	"emerin (Emery-Dreifuss muscular dystrophy)"	533	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_2440"	0.193943268442431	0.0168838854959622	-2.40346754345384	-3.32212783316222	-0.10239184952977	"MAT2A"	"methionine adenosyltransferase II, alpha"	534	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_3002"	0.193943268442431	0.0168879636420411	2.40337738610237	-3.3223285131303	0.181866248693831	"SLC5A2"	"solute carrier family 5 (sodium/glucose cotransporter), member 2"	535	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_4279"	0.194813582323936	0.0169964058198033	2.4009870263052	-3.32764655152834	0.333690177638454	"CFB"	"complement factor B"	536	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_5854"	0.194813582323936	0.0170617083022203	2.39955406522429	-3.33083215307514	0.218609195402301	"PAX6"	"paired box gene 6 (aniridia, keratitis)"	537	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_4222"	0.194813582323936	0.0170652246031234	-2.39947704283588	-3.33100332919703	-0.144417972831762	"TRIAD3"	NA	538	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_1105"	0.194813582323936	0.0171036078577967	-2.39863719062847	-3.3328694922605	-0.159274294670851	"TATDN2"	"TatD DNase domain containing 2"	539	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_4094"	0.194813582323936	0.0171593892446249	2.3974196138159	-3.33557385336029	0.325685475444097	"FAIM2"	"Fas apoptotic inhibitory molecule 2"	540	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_5131"	0.194813582323936	0.0171620771647738	2.3973610310278	-3.33570393848731	0.135142633228835	"CAMKK2"	"calcium/calmodulin-dependent protein kinase kinase 2, beta"	541	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_2257"	0.194813582323936	0.0171949895177484	-2.39664436693152	-3.33729506967847	-0.248156739811913	"IL15"	"interleukin 15"	542	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
